Feature.name	Estimate	Std.Error	z.value	p.value	comparaison	padj	Condition	Col0	xrn4	delta_prop	diff	Change	Degradation_Tag
AT1G35515.1	1.5120313539372	0.348783930409944	4.33515200129786	1.45659437451595e-05	xrn4 - Col0	0.0011156080193014	Seedling	0.00833129317225041	0.0342287905261114	0.025897497353861	significant	increase	3'_truncated
AT1G44760.1	-0.50558683964355	0.0940832267794291	-5.37382546230966	7.70834760466244e-08	xrn4 - Col0	1.44053600035932e-05	Seedling	0.074940850443724	0.0469990007179308	0.0279418497257932	significant	decrease	3'_truncated
AT1G45010.1	-0.868511119218148	0.273640506055797	-3.1739128528035	0.00150398840209864	xrn4 - Col0	0.0470142485114613	Seedling	0.152278727582987	0.0638799571275456	0.0883987704554417	significant	decrease	3'_truncated
AT1G55500.2	-0.81466986187878	0.147437629775457	-5.52552196558978	3.28507472335815e-08	xrn4 - Col0	6.97630413978604e-06	Seedling	0.154262723188232	0.0769819892049025	0.0772807339833291	significant	decrease	3'_truncated
AT1G58270.1	-0.655926468073331	0.163399876583719	-4.01424090266838	5.96374131418553e-05	xrn4 - Col0	0.00366613150261511	Seedling	0.137843997248022	0.0767859165527655	0.0610580806952565	significant	decrease	3'_truncated
AT1G67320.2	0.964786224926125	0.205831798435609	4.68725547878814	2.76893225925612e-06	xrn4 - Col0	0.000281227206853143	Seedling	0.0661262160605993	0.15749546015315	0.0913692440925505	significant	increase	3'_truncated
AT1G68600.1	-0.687726429813706	0.15842353678502	-4.34106221695421	1.41795562205171e-05	xrn4 - Col0	0.00110411477770427	Seedling	0.181305114638448	0.099571029564696	0.081734085073752	significant	decrease	3'_truncated
AT1G74930.1	2.10297782288832	0.549580149412291	3.82651706968893	0.000129969140884034	xrn4 - Col0	0.00714371560247303	Seedling	0.0290281880033699	0.207527515061762	0.178499327058392	significant	increase	3'_truncated
AT2G03750.1	0.775913371125132	0.234391891249367	3.31032514388327	0.000931876546071297	xrn4 - Col0	0.0345533906606754	Seedling	0.019678200049011	0.0429848469731738	0.0233066469241629	significant	increase	3'_truncated
AT2G03820.1	-0.653195360592827	0.174497703520121	-3.74328915175385	0.000181627016552222	xrn4 - Col0	0.00964274342422704	Seedling	0.0504024220455151	0.0271517854519215	0.0232506365935936	significant	decrease	3'_truncated
AT2G13560.1	0.742678287515729	0.14004881468858	5.30299588159448	1.13917492550186e-07	xrn4 - Col0	2.04700971228642e-05	Seedling	0.0303981307554863	0.0616933186288025	0.0312951878733162	significant	increase	3'_truncated
AT2G17130.1	-0.752346297799901	0.0962648444080737	-7.81537956484561	5.55111512312578e-15	xrn4 - Col0	3.70497283646338e-12	Seedling	0.145316815472775	0.0761970769602592	0.0691197385125158	significant	decrease	3'_truncated
AT2G38750.1	-0.56022196774024	0.13691253784292	-4.09182370414448	4.2799398223492e-05	xrn4 - Col0	0.00285655412143078	Seedling	0.0690353078952891	0.0410803195815295	0.0279549883137596	significant	decrease	3'_truncated
AT2G44490.1	-0.462969288758931	0.136161625967833	-3.40014512509055	0.000673500967740992	xrn4 - Col0	0.0266660722142874	Seedling	0.190073688692783	0.12820759205996	0.0618660966328236	significant	decrease	3'_truncated
AT2G45970.1	-0.448724761226951	0.138979100212311	-3.22872115693266	0.00124345072455467	xrn4 - Col0	0.0435589414090649	Seedling	0.0726068985221087	0.0475106980683463	0.0250962004537624	significant	decrease	3'_truncated
AT2G46580.1	-0.603543820587257	0.189404787670232	-3.186528851837	0.00143991125348997	xrn4 - Col0	0.0470142485114613	Seedling	0.131325034243816	0.0774820034362019	0.0538430308076141	significant	decrease	3'_truncated
AT3G03880.1	0.503538128478254	0.109054132959033	4.61732274436048	3.88722465416436e-06	xrn4 - Col0	0.000371268792094685	Seedling	0.0497483160566188	0.0786338230722803	0.0288855070156616	significant	increase	3'_truncated
AT3G04780.1	-1.26736433618424	0.278791690766433	-4.545918612926	5.4696170237456e-06	xrn4 - Col0	0.000501059818332146	Seedling	0.146213615238794	0.0453210449048885	0.100892570333906	significant	decrease	3'_truncated
AT3G13450.1	-0.29139705119058	0.091203625097877	-3.19501610684731	0.00139823036966535	xrn4 - Col0	0.046330016220401	Seedling	0.215413469853361	0.172773733116199	0.0426397367371617	significant	decrease	3'_truncated
AT3G20630.1	0.691806562087899	0.181959365322646	3.80198381578878	0.000143542105878414	xrn4 - Col0	0.00779800835655754	Seedling	0.0799656306406547	0.146556598494641	0.0665909678539861	significant	increase	3'_truncated
AT3G23530.1	0.30946728823194	0.0815702912949604	3.79387254010039	0.000148315829616719	xrn4 - Col0	0.00796473052838287	Seedling	0.182362440426957	0.233004848927955	0.0506424085009984	significant	increase	3'_truncated
AT3G26600.2	0.326349424452615	0.084261337485348	3.8730624767185	0.000107476261984818	xrn4 - Col0	0.00604974814449481	Seedling	0.134874724014108	0.179693040979961	0.0448183169658531	significant	increase	3'_truncated
AT3G27770.1	-0.756958693304899	0.181275556248541	-4.17573504652254	2.97025378697136e-05	xrn4 - Col0	0.0021349270296508	Seedling	0.278104969965435	0.151062142506062	0.127042827459373	significant	decrease	3'_truncated
AT3G28220.1	-0.649860679327107	0.113682701581292	-5.71644296175003	1.08776958551715e-08	xrn4 - Col0	2.54102975176806e-06	Seedling	0.0835913178428259	0.0437023533241075	0.0398889645187184	significant	decrease	3'_truncated
AT3G28910.1	-0.788449805653283	0.160757941529527	-4.90457764108946	9.36285822872307e-07	xrn4 - Col0	0.000118225063904309	Seedling	0.473258200261796	0.296033371863889	0.177224828397907	significant	decrease	3'_truncated
AT3G45140.1	-0.71665715218856	0.197625144260058	-3.62634600405655	0.000287460119739569	xrn4 - Col0	0.0134301367942327	Seedling	0.232887439663141	0.127524577405383	0.105362862257758	significant	decrease	3'_truncated
